"pcp-dstat 4.3.2 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","undercloud-0.redhat.local",,,,"User:","root"
"Cmdline:","dstat -tcmndrylpg --nocolor --swap --tcp --output /var/log/extra/dstat.csv",,,,"Date:","03 Mar 2020 21:51:32 EST"
"system","total usage",,,,,,,,,"memory usage",,,,"net/total",,,"dsk/total",,,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"swap",,,"tcp sockets"
"time","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","used","free","buf","cach","net/total:recv","net/total:send","dsk/total:read","dsk/total:writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","swap:used","swap:free","lis","act","syn","tim","clo"
03-03 22:21:19,3.250,0.625,96.117,0,0,6165228,6936136,2096,10738764,8885.280,9049.267,0,19.998,0,4.000,1720,2371,2.710,2.090,1.550,0,0,3.000,0,0,0,0,56,345,0,181,2
03-03 22:21:20,4.750,0.500,94.506,0,0,6187924,6913440,2096,10738764,12606.794,12652.797,0,0,0,0,1919,2346,2.710,2.090,1.550,1,0,3.000,0,0,0,0,56,347,0,183,2
03-03 22:21:21,21.373,2.750,75.743,0,0,6264276,6837064,2096,10738772,33863.088,34027.074,0,124.989,0,14.999,3576,2794,2.710,2.090,1.550,2,0,6.999,0,0,0,0,56,347,0,183,2
03-03 22:21:22,24.876,2.000,73.129,0,0,6303848,6797304,2096,10738892,105768.135,105880.141,0,23.001,0,4.000,4045,2966,2.710,2.090,1.550,5,0,5.000,0,0,0,0,56,349,0,185,2
03-03 22:21:23,6.124,0.500,93.230,0,0,6246188,6854936,2096,10738904,52551.859,52715.824,0,111.976,0,8.998,2030,2350,2.710,2.090,1.550,0,0,2.000,0,0,0,0,56,345,0,186,2
03-03 22:21:24,1.750,0.250,97.396,0.125,0,6246944,6854172,2096,10738908,11703.481,11815.505,0,3509.744,0,268.057,2054,2549,2.570,2.070,1.540,1,0,5.001,0,0,0,0,56,345,0,188,2
03-03 22:21:25,1.000,0.250,98.754,0,0,6247044,6854292,2096,10738912,9448.368,9664.377,0,364.014,0,25.001,1296,2135,2.570,2.070,1.540,0,0,0,0,0,0,0,56,345,0,189,2
03-03 22:21:26,3.250,0.625,95.872,0,0,6247776,6853560,2096,10738912,14746.543,14858.539,0,0,0,0,1906,2403,2.570,2.070,1.540,0,0,6.000,0,0,0,0,56,345,0,187,1
03-03 22:21:27,0.875,0.250,99.008,0,0,6247408,6853924,2096,10738916,17405.375,17569.388,0,0,0,0,1399,2211,2.570,2.070,1.540,0,0,0,0,0,0,0,56,329,0,187,9
03-03 22:21:28,12.499,5.625,82.118,0,0,6282972,6818332,2096,10738928,17723.547,17835.537,0,1114.909,0,28.998,3820,8269,2.570,2.070,1.540,1,0,41.997,0,0,0,0,56,329,0,192,9
03-03 22:21:29,14.756,1.000,83.911,0,0,6297948,6803312,2096,10738940,73246.789,73410.860,0,0,0,0,2788,2391,2.450,2.050,1.540,1,0,3.001,0,0,0,0,56,333,0,194,9
03-03 22:21:30,4.623,0.375,94.957,0.125,0,6249288,6851960,2096,10738952,62614.823,62726.773,0,2203.009,0,50.977,2029,2508,2.450,2.050,1.540,0,0,3.998,0,0,0,0,56,329,0,166,9
03-03 22:21:31,1.000,0,98.378,0.125,0,6249532,6851716,2096,10738952,32246.935,32410.940,0,207.006,0,15.000,1569,2490,2.450,2.050,1.540,0,0,0,0,0,0,0,56,329,0,168,9
03-03 22:21:32,3.500,0.625,95.623,0,0,6249612,6851632,2096,10738952,40036.039,40148.036,0,15.000,0,2.000,2170,2687,2.450,2.050,1.540,2,0,6.000,0,0,0,0,56,329,0,171,9
03-03 22:21:33,1.250,0.250,98.754,0,0,6249920,6851316,2096,10738960,29694.336,29858.344,0,212.010,0,16.001,1646,2472,2.450,2.050,1.540,0,0,0,0,0,0,0,56,329,0,172,9
03-03 22:21:34,1.126,0.250,98.046,0,0,6250616,6850612,2096,10738968,12718.914,12830.966,0,0,0,0,1745,2422,2.250,2.020,1.530,0,0,5.002,0,0,0,0,56,329,0,171,9
03-03 22:21:35,10.994,1.374,87.200,0,0,6285932,6815296,2096,10738968,10324.095,10488.001,0,1312.249,0,39.977,2654,2633,2.250,2.020,1.530,1,0,5.997,0,0,0,0,56,329,0,172,9
03-03 22:21:36,13.382,0.875,86.296,0,0,6300832,6800388,2096,10738976,78988.180,79100.240,0,92.049,0,6.003,2860,2733,2.250,2.020,1.530,1,0,3.002,0,0,0,0,56,333,0,176,9
03-03 22:21:37,5.622,0.125,93.831,0,0,6251344,6849868,2096,10738984,102377.882,102541.805,0,10.995,0,1.999,2328,2794,2.250,2.020,1.530,0,0,1.000,0,0,0,0,56,329,0,179,9
03-03 22:21:38,2.496,0.749,96.604,0,0,6261976,6839236,2096,10738984,15316.841,15428.672,0,107.837,0,8.986,1925,2487,2.250,2.020,1.530,1,0,5.991,0,0,0,0,56,329,0,170,9
03-03 22:21:39,1.502,0.250,97.887,0,0,6251932,6849272,2096,10738992,9699.531,9863.760,0,13.018,0,4.006,1595,2272,2.070,1.990,1.520,0,0,0,0,0,0,0,56,329,0,172,9
03-03 22:21:40,1.625,0.250,98.391,0,0,6252156,6849044,2096,10738996,13082.080,13194.098,0,412.066,0,22.003,1520,2225,2.070,1.990,1.520,0,0,3.000,0,0,0,0,56,331,0,177,9
03-03 22:21:41,11.000,1.500,86.748,0,0,6293112,6806060,2096,10739000,32152.293,32316.289,0,122.997,0,11.000,2734,2779,2.070,1.990,1.520,1,0,9.000,0,0,0,0,56,329,0,181,9
03-03 22:21:42,18.882,9.003,71.277,0,0,6281856,6820256,2096,10739000,31181.911,31293.954,0,4546.737,0,635.243,29212,53898,2.070,1.990,1.520,5,0,165.063,0,0,0,0,57,329,0,186,9
03-03 22:21:43,20.749,11.125,66.873,0,0,6377012,6722344,2096,10739560,24392.122,24556.116,0,431.984,0,43.998,20699,37325,2.070,1.990,1.520,9,0,180.993,0,0,0,0,57,329,0,179,9
03-03 22:21:44,29.701,11.731,57.281,0,0,6365724,6730784,2096,10740032,16740.562,16852.379,0,539.116,0,55.908,22458,45494,2.230,2.020,1.540,9,0,258.576,0,0,0,0,57,329,0,186,9
03-03 22:21:45,35.433,10.517,52.962,0,0,6450944,6640220,2096,10740204,15294.006,15458.274,0,368.603,0,30.049,24471,42843,2.230,2.020,1.540,3,0,130.213,0,0,0,0,57,331,0,188,9
03-03 22:21:46,28.737,8.371,62.348,0,0,6477608,6611068,2096,10740724,197394.949,197506.899,0,625.724,0,139.938,16377,26604,2.230,2.020,1.540,2,0,116.948,0,0,0,0,57,343,0,194,9
03-03 22:21:47,20.000,8.000,70.124,0.125,0,6484576,6603176,2096,10740588,76231.390,76395.389,0,4233.966,0,87.999,21393,40940,2.230,2.020,1.540,3,0,113.999,0,0,0,0,57,353,0,183,9
03-03 22:21:48,15.625,8.750,75.377,0.125,0,6498876,6586924,2096,10741528,15749.331,15861.333,0,144.003,0,21.000,14633,23366,2.230,2.020,1.540,1,0,132.003,0,0,0,0,57,353,0,190,9
03-03 22:21:49,13.126,7.125,78.753,0,0,6499216,6586372,2096,10741284,9860.414,10024.421,0,375.016,0,27.001,25810,49152,2.130,2,1.530,4,0,121.005,0,0,0,0,57,353,0,191,9
03-03 22:21:50,19.753,10.002,69.261,0,0,6594184,6488124,2096,10741484,12132.966,12118.963,0,232.038,0,29.005,22294,39551,2.130,2,1.530,6,0,146.024,0,0,0,0,57,355,0,195,9
03-03 22:21:51,26.756,9.877,62.639,0,0,6593432,6485756,2096,10742768,44184.544,44348.579,0,610.132,0,56.012,23288,39383,2.130,2,1.530,4,0,148.032,0,0,0,0,58,357,0,187,9
03-03 22:21:52,21.238,7.246,70.586,0,0,6564500,6513020,2096,10742816,188017.590,188129.529,0,84.953,0,7.996,7012,8061,2.130,2,1.530,1,0,45.975,0,0,0,0,58,379,0,194,9
03-03 22:21:53,2.250,0.375,97.389,0,0,6569840,6507880,2096,10742616,37125.495,37301.521,0,111.016,0,9.001,1898,2708,2.130,2,1.530,0,0,1.000,0,0,0,0,58,379,0,195,9
03-03 22:21:54,3.000,0.875,95.878,0.125,0,6571048,6506668,2096,10742620,14159.453,14271.457,0,3463.111,0,261.008,2299,2968,1.960,1.970,1.530,1,0,8.000,0,0,0,0,58,379,0,197,9
03-03 22:21:55,10.750,2.250,86.749,0,0,6571180,6506288,2096,10742836,11228.899,11440.897,0,0,0,0,3302,3059,1.960,1.970,1.530,1,0,25.000,0,0,0,0,58,379,0,188,9
03-03 22:21:56,14.749,2.875,81.996,0,0,6607224,6469884,2096,10743164,15774.164,15886.158,0,239.987,0,18.999,3986,3399,1.960,1.970,1.530,2,0,33.998,0,0,0,0,58,379,0,188,9
03-03 22:21:57,24.013,13.632,59.782,0.125,0,6779860,6294216,2096,10743884,21932.602,22096.689,0,11701.190,0,785.415,57894,120703,1.960,1.970,1.530,3,0,316.167,0,0,0,0,58,375,0,191,11
03-03 22:21:58,34.610,4.748,60.723,0,0,6893644,6177292,2096,10744084,15961.025,16072.976,0,413.819,0,55.976,4907,2978,1.960,1.970,1.530,3,0,8.996,0,0,0,0,58,375,0,195,11
03-03 22:21:59,27.749,13.250,58.249,0,0,6918496,6145924,2096,10748980,11551.769,11238.775,4895.902,201.996,15.000,17.000,5856,3260,2.040,1.990,1.530,3,0,51.999,0,0,0,0,58,375,0,187,11
03-03 22:22:00,17.616,23.988,58.345,0,0,6929468,6134360,2096,10748988,29843.481,29955.423,0,17.991,0,1.999,5571,7192,2.040,1.990,1.530,3,0,44.977,0,0,0,0,58,379,0,194,11
03-03 22:22:01,15.264,24.022,60.681,0,0,6929364,6134180,2096,10748996,35677.966,35842.118,0,222.205,0,17.016,5055,2664,2.040,1.990,1.530,4,0,10.009,0,0,0,0,58,379,0,196,11
03-03 22:22:02,25.616,22.992,51.231,0,0,6978780,6083468,2096,10749004,32438.063,32550.022,0,13.995,0,1.999,8246,11674,2.040,1.990,1.530,5,0,147.946,0,0,0,0,58,367,0,202,17
03-03 22:22:03,22.884,24.885,52.020,0,0,6971756,6090112,2096,10749004,50719.679,50883.743,0,218.085,0,16.006,7587,10765,2.040,1.990,1.530,3,0,139.054,0,0,0,0,58,363,0,195,19
03-03 22:22:04,23.749,16.124,60.371,0,0,6996812,6064692,2096,10749016,11508.286,11620.280,0,10.999,0,4.000,5559,3155,2.280,2.040,1.550,3,0,82.995,0,0,0,0,58,363,0,200,19
03-03 22:22:05,30.348,8.617,60.696,0,0,7000784,6059556,2096,10749032,11270.890,11434.743,0,20.981,0,3.996,5019,2803,2.280,2.040,1.550,3,0,3.996,0,0,0,0,58,363,0,202,19
03-03 22:22:06,30.892,10.881,57.781,0,0,7020740,6039208,2096,10749052,16251.760,16363.820,0,44.024,0,6.003,7726,4455,2.280,2.040,1.550,3,0,161.087,0,0,0,0,58,363,0,207,19
03-03 22:22:07,29.323,10.482,58.522,0.125,0,6948660,6115960,2096,10747596,69695.406,69859.118,0,8361.292,0,775.636,24019,36998,2.280,2.040,1.550,3,1,256.549,0,0,0,0,58,363,0,194,19
03-03 22:22:08,14.283,6.390,78.183,0.125,0,6637072,6438080,2096,10743332,52301.543,52413.806,0,5220.231,0,625.465,30118,57684,2.280,2.040,1.550,0,0,95.223,0,0,0,0,58,369,0,195,17
03-03 22:22:09,6.999,1.375,90.982,0,0,6622412,6452740,2096,10743368,10598.954,10762.923,0,0,0,0,2522,2689,2.100,2,1.540,3,0,9.998,0,0,0,0,58,371,0,195,17
03-03 22:22:10,10.121,2.374,87.468,0,0,6622328,6452712,2096,10743484,12436.510,12548.470,0,18.993,0,3.999,3441,3139,2.100,2,1.540,1,0,33.988,0,0,0,0,58,369,0,199,17
03-03 22:22:11,10.625,2.250,86.997,0,0,6633912,6441224,2096,10743392,33551.725,33715.719,0,149.994,0,14.999,3312,3184,2.100,2,1.540,2,0,19.999,0,0,0,0,58,369,0,188,17
03-03 22:22:12,11.250,2.375,86.248,0,0,6634540,6440588,2096,10743496,22534.527,22646.524,0,0,0,0,3554,3146,2.100,2,1.540,3,0,34.999,0,0,0,0,58,369,0,190,17
03-03 22:22:13,16.241,2.374,81.332,0,0,6691196,6383820,2096,10743608,32942.672,33106.586,0,146.923,0,10.994,3357,2867,2.100,2,1.540,1,0,16.991,0,0,0,0,58,369,0,193,17
03-03 22:22:14,10.510,3.503,85.584,0,0,6748344,6326648,2096,10743616,21572.076,21684.185,0,10.010,0,4.004,3270,3020,2.010,1.980,1.540,1,0,26.025,0,0,0,0,58,369,0,195,17
03-03 22:22:15,11.874,1.625,86.244,0,0,6765828,6309164,2096,10743616,10873.228,10887.227,0,13.999,0,4.000,2968,2868,2.010,1.980,1.540,2,0,23.998,0,0,0,0,58,369,0,181,17
03-03 22:22:16,12.120,3.998,83.590,0,0,6749552,6325388,2096,10743608,17682.679,17863.604,0,126.947,0,18.992,10246,16049,2.010,1.980,1.540,1,0,97.959,0,0,0,0,58,369,1,188,17
03-03 22:22:17,15.126,1.000,83.879,0,0,6752316,6322584,2096,10743624,45821.291,45985.299,0,146.007,0,14.001,3415,3143,2.010,1.980,1.540,3,0,0,0,0,0,0,58,379,0,190,17
03-03 22:22:18,16.125,2.625,80.251,0,0,6755396,6319296,2096,10743652,111273.890,111385.891,0,128.001,0,21.000,9031,13724,2.010,1.980,1.540,1,0,39.000,0,0,0,0,58,383,0,191,19
03-03 22:22:19,15.124,1.250,83.497,0,0,6755916,6318796,2096,10743660,9436.670,9600.664,0,0,0,0,2799,2516,1.930,1.970,1.540,1,0,3.000,0,0,0,0,58,383,0,183,19
03-03 22:22:20,11.125,3.125,85.499,0,0,6756348,6318356,2096,10743668,13658.822,13676.822,0,46.999,0,6.000,4909,4910,1.930,1.970,1.540,1,0,63.999,0,0,0,0,58,383,0,190,19
03-03 22:22:21,5.875,1.125,92.256,0.250,0,6642028,6432496,2096,10743832,33263.195,33427.206,0,718.047,0,23.002,2547,2907,1.930,1.970,1.540,0,0,30.002,0,0,0,0,58,383,0,191,19
03-03 22:22:22,3.125,0.375,96.375,0,0,6652508,6422112,2096,10743832,18457.092,18569.093,0,0,0,0,2266,2846,1.930,1.970,1.540,1,0,6.000,0,0,0,0,58,383,0,193,19
03-03 22:22:23,11.369,2.249,85.827,0,0,6625336,6449436,2096,10743664,74564.020,74727.928,0,142.920,0,10.994,3722,3554,1.930,1.970,1.540,2,0,18.989,0,0,0,0,58,387,0,197,17
03-03 22:22:24,11.512,3.003,85.836,0,0,6639548,6435212,2096,10743676,12197.246,12309.359,0,3811.827,0,287.288,3808,3233,1.850,1.950,1.540,2,0,30.030,0,0,0,0,58,387,0,190,17
03-03 22:22:25,4.750,1.250,93.872,0,0,6617240,6457516,2096,10743680,10432.624,10690.615,0,21.999,0,4.000,2578,2929,1.850,1.950,1.540,2,0,54.998,0,0,0,0,58,387,0,194,17
03-03 22:22:26,9.371,1.874,88.336,0,0,6617500,6457208,2096,10743708,16761.591,16905.528,0,33.985,0,5.997,3156,2957,1.850,1.950,1.540,0,0,20.991,0,0,0,0,58,387,0,199,17
03-03 22:22:27,14.373,4.124,80.740,0,0,6691848,6383204,2096,10744020,18310.766,18474.746,0,127.984,0,8.999,14479,25656,1.850,1.950,1.540,2,0,56.993,0,0,0,0,58,387,0,200,17
03-03 22:22:28,14.877,11.126,72.635,0,0,6730412,6344364,2096,10744108,23020.062,23132.077,0,363.048,0,32.004,41598,84515,1.850,1.950,1.540,2,0,189.025,0,0,0,0,58,375,0,198,16
03-03 22:22:29,11.755,1.751,86.161,0,0,6738412,6334240,2096,10744152,9492.968,9657.037,4.002,129.054,1.000,16.007,4761,6290,1.780,1.940,1.530,2,0,13.005,0,0,0,0,58,375,0,199,16
03-03 22:22:30,14.994,1.749,83.093,0,0,6772348,6298784,2096,10744160,29233.687,29345.643,0,17.993,0,1.999,3091,2695,1.780,1.940,1.530,1,0,6.997,0,0,0,0,58,375,0,204,16
03-03 22:22:31,15.250,9.875,74.874,0,0,6810952,6257104,2096,10744192,158790.936,158954.934,0,109.999,0,16.000,4685,3531,1.780,1.940,1.530,1,0,10.000,0,0,0,0,58,379,0,205,16
03-03 22:22:32,12.125,1.625,85.752,0,0,6818436,6248432,2096,10744908,747916.706,748028.709,0,940.020,0,52.001,4306,6171,1.780,1.940,1.530,1,0,3.000,0,0,0,0,58,379,0,198,16
03-03 22:22:33,13.999,2.000,83.496,0,0,6832352,6234064,2096,10745256,626160.449,626324.442,0,258.989,0,37.998,4174,5549,1.780,1.940,1.530,2,0,3.000,0,0,0,0,58,379,0,199,18
03-03 22:22:34,14.376,0.875,84.878,0,0,6825276,6240644,2096,10745744,246099.844,246211.848,0,589.024,0,12.000,3598,3539,1.720,1.920,1.530,1,0,5.000,0,0,0,0,58,403,0,204,18
03-03 22:22:35,14.375,0.625,84.873,0,0,6852896,6212952,2096,10745780,169976.921,170140.917,0,74.998,0,8.000,3285,3319,1.720,1.920,1.530,1,0,1.000,0,0,0,0,58,419,0,205,18
03-03 22:22:36,13.500,0.500,85.750,0,0,6855440,6210340,2096,10745812,178541.536,178653.536,0,11.000,0,2.000,3333,3282,1.720,1.920,1.530,1,0,3.000,0,0,0,0,58,403,0,200,18
03-03 22:22:37,15.999,1.250,82.622,0,0,6858880,6206620,2096,10746084,434895.779,435059.773,0,334.988,0,12.000,4237,4676,1.720,1.920,1.530,4,0,3.000,0,0,0,0,58,391,0,204,18
03-03 22:22:38,15.507,2.251,82.037,0,0,6803048,6261592,2096,10746860,326685.295,326797.346,0,443.203,0,28.013,7102,10342,1.720,1.920,1.530,3,0,18.008,0,0,0,0,58,381,0,210,16
03-03 22:22:39,12.999,7.749,77.869,0.250,0,6747752,6321924,2096,10748500,9340.271,9504.259,0,11446.107,0,569.956,29720,57084,1.740,1.920,1.530,2,0,151.988,0,0,0,0,58,381,0,212,16
03-03 22:22:40,23.489,10.120,64.845,0,0,6822320,6243852,2096,10749028,13034.952,13146.900,0,259.879,0,12.994,25387,45304,1.740,1.920,1.530,1,0,135.937,0,0,0,0,58,381,0,207,16
03-03 22:22:41,23.127,3.250,72.631,0,0,6900396,6161632,2096,10749152,34587.940,34751.954,0,445.038,0,50.004,6873,8715,1.740,1.920,1.530,2,0,33.003,0,0,0,0,58,381,0,210,16
03-03 22:22:42,24.875,2.125,73.251,0,0,6931484,6128752,2096,10749172,127557.403,127669.404,0,0,0,0,4268,3345,1.740,1.920,1.530,2,0,4.000,0,0,0,0,58,405,0,212,16
03-03 22:22:43,21.250,1.125,77.501,0,0,6942900,6116868,2096,10749392,386646.186,386810.189,0,17.000,0,4.000,4770,4582,1.740,1.920,1.530,1,0,6.000,0,0,0,0,58,439,0,215,16
03-03 22:22:44,13.875,0.750,85.000,0,0,6955144,6104584,2096,10749432,276444.553,276556.553,0,192.000,0,18.000,3617,3807,1.680,1.910,1.530,0,0,7.000,0,0,0,0,58,461,0,201,16
03-03 22:22:45,1.375,0.625,98.259,0,0,6959456,6100256,2096,10749448,9289.808,9453.822,0,366.032,0,19.002,1592,2527,1.680,1.910,1.530,0,0,1.000,0,0,0,0,58,461,0,203,16
03-03 22:22:46,3.375,0.375,95.620,0,0,6961472,6098224,2096,10749460,40437.019,40549.013,0,160.992,0,15.999,2406,3147,1.680,1.910,1.530,0,0,10.999,0,0,0,0,58,469,0,209,16
03-03 22:22:47,2.125,0.375,97.752,0,0,6961548,6098148,2096,10749460,34387.860,34551.864,0,774.019,0,18.000,2014,2815,1.680,1.910,1.530,0,0,0,0,0,0,0,58,473,0,211,14
03-03 22:22:48,1.250,0.250,98.252,0,0,6961940,6097748,2096,10749464,21992.396,22104.398,0,0,0,0,1812,2558,1.680,1.910,1.530,1,0,3.000,0,0,0,0,58,469,0,194,16
03-03 22:22:49,3.000,0.375,96.240,0.125,0,6972904,6086784,2096,10749464,26408.306,26572.290,0,33.997,0,6.999,1883,2672,1.550,1.870,1.520,3,0,3.000,0,0,0,0,58,469,0,197,16
03-03 22:22:50,1.875,0.500,98.127,0,0,6962620,6097052,2096,10749480,12733.204,12719.204,0,112.002,0,9.000,1926,2641,1.550,1.870,1.520,0,0,3.000,0,0,0,0,58,469,0,199,16
03-03 22:22:51,1.250,0.125,98.129,0,0,6962876,6096792,2096,10749484,42620.534,42784.540,0,185.007,0,17.001,1789,2785,1.550,1.870,1.520,0,0,0,0,0,0,0,58,469,0,201,16
03-03 22:22:52,1.375,0.250,98.378,0,0,6963088,6096580,2096,10749484,17293.519,17405.522,0,0,0,0,1881,2596,1.550,1.870,1.520,0,0,3.000,0,0,0,0,58,465,0,190,18
03-03 22:22:53,7.749,2.375,89.362,0.125,0,6866996,6195000,2096,10749372,135932.562,136096.538,0,2729.610,0,339.951,7787,11243,1.550,1.870,1.520,0,0,26.996,0,0,0,0,58,461,0,197,22
03-03 22:22:54,1.625,0.500,98.011,0.125,0,6866904,6195140,2096,10749376,15934.753,16046.765,0,2807.309,0,252.028,2163,2875,1.420,1.840,1.510,0,0,6.001,0,0,0,0,58,445,0,204,30
03-03 22:22:55,0.750,0,98.631,0,0,6866812,6195220,2096,10749384,10143.639,10367.653,0,201.013,0,12.001,1446,2355,1.420,1.840,1.510,0,0,0,0,0,0,0,58,445,0,207,30
03-03 22:22:56,9.249,1.500,89.115,0,0,6829112,6232908,2096,10749396,17471.078,17691.054,0,22.997,0,5.999,3028,2924,1.420,1.840,1.510,0,0,16.998,0,0,0,0,58,445,0,205,30
03-03 22:22:57,13.125,3.125,83.874,0,0,6854064,6207908,2096,10749412,16564.752,16690.750,0,117.998,0,9.000,3694,2933,1.420,1.840,1.510,3,0,39.999,0,0,0,0,58,441,0,207,32
03-03 22:22:58,20.634,13.131,64.780,0.125,0,7068712,5993084,2096,10749548,22612.379,22676.408,0,1209.555,0,94.043,51240,107875,1.420,1.840,1.510,5,0,256.118,0,0,0,0,58,441,0,211,32
03-03 22:22:59,32.370,5.124,61.115,0,0,7148004,5908204,2096,10750436,23308.108,23472.080,0,2854.523,0,354.941,10703,13690,1.550,1.860,1.520,4,0,64.989,0,0,0,0,58,441,0,216,32
03-03 22:23:00,33.630,6.251,60.135,0,0,7181976,5867424,2096,10755340,49259.783,49092.757,4896.774,135.021,15.002,15.002,5738,3624,1.550,1.860,1.520,3,0,50.008,0,0,0,0,58,441,0,204,31
03-03 22:23:01,19.992,22.991,56.227,0,0,7184096,5864784,2096,10755344,33128.649,33142.644,0,282.886,0,16.993,5643,9593,1.550,1.860,1.520,3,0,41.983,0,0,0,0,58,441,0,208,31
03-03 22:23:02,14.882,24.511,61.153,0,0,7184044,5864568,2096,10755352,17056.880,17168.932,0,0,0,0,5170,2627,1.550,1.860,1.520,3,0,11.005,0,0,0,0,58,441,0,210,31
03-03 22:23:03,20.853,24.724,53.569,0,0,7274784,5773460,2096,10755352,59475.610,59639.438,0,217.772,0,15.983,7634,9302,1.550,1.860,1.520,5,0,140.852,0,0,0,0,59,437,0,214,35
03-03 22:23:04,25.015,23.138,51.280,0,0,7271260,5775716,2096,10755360,18587.800,18699.865,0,40.023,0,9.005,7913,10111,1.830,1.910,1.540,3,0,147.085,0,0,0,0,59,435,0,220,35
03-03 22:23:05,17.254,21.755,60.890,0.125,0,7194364,5852504,2096,10755368,14665.593,14829.633,0,202.050,0,12.003,5419,4169,1.830,1.910,1.540,3,0,44.011,0,0,0,0,58,433,0,203,32
03-03 22:23:06,26.756,12.753,60.638,0,0,7200488,5845120,2096,10755380,17082.553,17194.576,0,25.005,0,6.001,5345,3241,1.830,1.910,1.540,3,0,47.010,0,0,0,0,58,433,0,207,32
03-03 22:23:07,32.487,9.871,57.102,0,0,7217916,5827412,2096,10755384,66945.490,67109.425,0,193.923,0,26.989,5653,3429,1.830,1.910,1.540,9,0,6.997,0,0,0,0,58,433,0,211,32
03-03 22:23:08,35.378,12.876,50.754,0,0,7225568,5824148,2096,10753548,55333.648,55445.657,0,4416.371,0,580.049,24544,37846,1.830,1.910,1.540,6,0,309.026,0,0,0,0,58,437,0,219,30
03-03 22:23:09,27.183,9.975,61.224,0.249,0,7046600,6008880,2096,10751596,26621.485,26785.082,0,6593.773,0,557.628,24477,42868,2,1.950,1.550,5,0,318.217,0,0,0,0,58,437,0,209,30
03-03 22:23:10,12.779,3.884,82.691,0.125,0,6838324,6221728,2096,10749712,15935.764,16048.023,0,2828.525,0,297.687,17626,30512,2,1.950,1.550,1,0,59.136,0,0,0,0,58,437,0,214,30
03-03 22:23:11,10.875,1.375,86.876,0.125,0,6837608,6222364,2096,10749848,33493.201,33657.202,0,126.001,0,15.000,3179,3218,2,1.950,1.550,1,0,13.000,0,0,0,0,58,437,0,215,30
03-03 22:23:12,9.504,3.126,87.408,0,0,6879516,6180568,2096,10749664,19400.275,19512.317,0,0,0,0,8001,13383,2,1.950,1.550,2,0,54.020,0,0,0,0,58,437,0,217,30
03-03 22:23:13,13.745,2.749,83.094,0,0,6843760,6216480,2096,10749676,48076.827,48240.765,0,252.904,0,27.989,5720,6009,2,1.950,1.550,4,0,43.983,0,0,0,0,58,441,0,213,28
03-03 22:23:14,12.125,2.375,85.124,0,0,6827016,6233164,2096,10749696,40904.305,41016.303,0,1517.974,0,33.999,3943,3490,1.920,1.930,1.550,0,0,31.999,0,0,0,0,58,441,0,214,28
03-03 22:23:15,9.755,2.251,87.792,0,0,6869028,6191016,2096,10749828,9513.595,9677.674,40.019,11.005,5.002,4.002,3294,3141,1.920,1.930,1.550,1,0,35.017,0,0,0,0,58,441,0,216,28
03-03 22:23:16,11.753,1.375,86.650,0,0,6826356,6233760,2096,10749756,17704.028,17816.060,0,23.007,0,2.001,2967,2869,1.920,1.930,1.550,1,0,10.003,0,0,0,0,58,441,0,219,28
03-03 22:23:17,9.872,1.750,87.475,0,0,6826508,6233548,2096,10749816,36260.738,36424.692,0,111.968,0,8.997,3349,3264,1.920,1.930,1.550,1,0,15.995,0,0,0,0,58,445,0,208,26
03-03 22:23:18,9.373,1.625,89.356,0,0,6826116,6233904,2096,10749836,19179.934,19291.910,0,0,0,0,3195,3051,1.920,1.930,1.550,2,0,18.996,0,0,0,0,58,441,0,212,28
03-03 22:23:19,11.118,2.124,86.823,0,0,6826268,6233720,2096,10749852,16638.034,16801.936,0,14.991,0,3.998,3250,3008,1.770,1.900,1.540,1,0,28.983,0,0,0,0,58,441,0,212,28
03-03 22:23:20,10.504,2.501,87.030,0,0,6826328,6233652,2096,10749860,22515.723,22528.727,0,145.050,0,11.004,3542,3020,1.770,1.900,1.540,1,0,30.010,0,0,0,0,58,441,0,216,28
03-03 22:23:21,11.000,1.875,86.626,0,0,6870480,6189384,2096,10749980,32297.484,32461.487,4.000,148.002,1.000,18.000,3061,3013,1.770,1.900,1.540,1,0,15.000,0,0,0,0,58,441,0,205,28
03-03 22:23:22,12.251,1.375,86.260,0,0,6827024,6232924,2096,10749896,20827.333,20939.345,0,0,0,0,2890,2719,1.770,1.900,1.540,2,0,11.001,0,0,0,0,58,441,0,209,28
03-03 22:23:23,9.628,1.876,87.906,0,0,6826636,6233284,2096,10749924,56085.686,56249.744,0,123.043,0,11.004,3086,3101,1.770,1.900,1.540,3,0,17.006,0,0,0,0,58,447,0,211,26
03-03 22:23:24,8.996,2.124,89.082,0,0,6826876,6233028,2096,10749940,16049.184,16161.130,0,3575.259,0,283.862,3274,3006,2.030,1.950,1.560,1,0,22.989,0,0,0,0,58,443,0,218,28
03-03 22:23:25,11.631,2.126,86.041,0,0,6849420,6210376,2096,10749984,10670.079,10886.182,0,18.009,0,4.002,3362,2909,2.030,1.950,1.560,1,0,35.017,0,0,0,0,58,443,0,210,28
